[2025-08-15 09:24:32] info: 	z2m: Logging to console, file (filename: log.log)
[2025-08-15 09:24:37] info: 	z2m: Master Bedroom Shade 3 B (0x187a3efffe39122b): D10110 - Yookee Smart blind controller (EndDevice)
[2025-08-15 09:24:37] info: 	z2m: Master Bedroom Shade 4 A (0xf4b3b1fffee0d993): D10110 - Yookee Smart blind controller (EndDevice)
[2025-08-15 09:24:37] info: 	z2m: Master Bedroom Shade 4 B (0x187a3efffe38fe93): D10110 - Yookee Smart blind controller (EndDevice)
[2025-08-15 09:24:37] info: 	z2m: HVAC Closet Lights (0x00124b0023b7bed9): SA-003-Zigbee - eWeLink Zigbee smart plug (Router)
[2025-08-15 09:24:37] info: 	z2m: Crane Lamp (0xec1bbdfffefae43a): 43096 - Enbrighten Zigbee plug-in smart dimmer with dual outlets on one control (Router)
[2025-08-15 09:24:37] info: 	z2m: Currently 22 devices are joined.
[2025-08-15 09:24:37] info: 	z2m: Connecting to MQTT server at mqtt://core-mosquitto:1883
[2025-08-15 09:24:37] info: 	z2m: Connected to MQTT server
[2025-08-15 09:24:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2025-08-15 09:24:37] info: 	z2m: Started frontend on port 8099
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/candles', payload '{"linkquality":116,"state":"OFF"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kitchen_wled_reset', payload '{"linkquality":184,"state":"ON"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Closet Lights', payload '{"identify":null,"linkquality":184,"state":"OFF"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Washer', payload '{"battery":56,"battery_low":false,"contact":true,"linkquality":96,"tamper":false,"voltage":2700}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Guest_Sink', payload '{"battery":27,"battery_low":false,"linkquality":108,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Guest_Toilet', payload '{"battery":27,"battery_low":false,"linkquality":112,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak Kitchen Sink', payload '{"battery":56,"battery_low":false,"linkquality":176,"tamper":false,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Laundry_Sink', payload '{"battery":53,"battery_low":false,"linkquality":168,"tamper":false,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Master_Toilet', payload '{"battery":35,"battery_low":false,"linkquality":176,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Karens_Sink', payload '{"battery":31,"battery_low":false,"linkquality":192,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Yangs_Sink', payload '{"battery":31,"battery_low":false,"linkquality":212,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Island Barstool Outlet', payload '{"identify":null,"linkquality":168,"state":"ON"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 A', payload '{"battery":100,"linkquality":164,"position":0,"state":"CLOSE"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 B', payload '{"battery":92,"linkquality":172,"position":100,"state":"OPEN"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 A', payload '{"battery":41,"linkquality":180,"position":0,"state":"CLOSE"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 B', payload '{"battery":39,"linkquality":168,"position":100,"state":"OPEN"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 A', payload '{"battery":100,"linkquality":112,"position":0,"state":"CLOSE"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 B', payload '{"battery":67,"linkquality":176,"position":100,"state":"OPEN"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 A', payload '{"battery":100,"linkquality":180,"position":0,"state":"CLOSE"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 B', payload '{"battery":100,"linkquality":180,"position":100,"state":"OPEN"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":172,"state":"OFF"}'
[2025-08-15 09:24:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Crane Lamp', payload '{"brightness":254,"identify":null,"linkquality":160,"state":"OFF"}'
[2025-08-15 09:24:38] info: 	z2m: Zigbee2MQTT started!
[2025-08-15 09:24:43] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x60a423fffe1dbdb7/connection_state/config', payload '{"device":{"hw_version":"EZSP v8 6.10.3.0 build 297","identifiers":["zigbee2mqtt_bridge_0x60a423fffe1dbdb7"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.6.0"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.6.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x60a423fffe1dbdb7_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
[2025-08-15 09:25:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/candles', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:26:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kitchen_wled_reset', payload '{"linkquality":128,"state":"ON"}'
[2025-08-15 09:26:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:26:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 B', payload '{"battery":100,"linkquality":212,"position":100,"state":"OPEN"}'
[2025-08-15 09:26:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 A', payload '{"battery":100,"linkquality":212,"position":0,"state":"CLOSE"}'
[2025-08-15 09:26:52] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 B', payload '{"battery":92,"linkquality":216,"position":100,"state":"OPEN"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/candles', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kitchen_wled_reset', payload '{"linkquality":128,"state":"ON"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Closet Lights', payload '{"identify":null,"linkquality":184,"state":"OFF"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Washer', payload '{"battery":56,"battery_low":false,"contact":true,"linkquality":96,"tamper":false,"voltage":2700}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Guest_Sink', payload '{"battery":27,"battery_low":false,"linkquality":108,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Guest_Toilet', payload '{"battery":27,"battery_low":false,"linkquality":112,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak Kitchen Sink', payload '{"battery":56,"battery_low":false,"linkquality":176,"tamper":false,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Laundry_Sink', payload '{"battery":53,"battery_low":false,"linkquality":168,"tamper":false,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Master_Toilet', payload '{"battery":35,"battery_low":false,"linkquality":176,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Karens_Sink', payload '{"battery":31,"battery_low":false,"linkquality":192,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Yangs_Sink', payload '{"battery":31,"battery_low":false,"linkquality":212,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Island Barstool Outlet', payload '{"identify":null,"linkquality":168,"state":"ON"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 A', payload '{"battery":100,"linkquality":212,"position":0,"state":"CLOSE"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 B', payload '{"battery":92,"linkquality":216,"position":100,"state":"OPEN"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 A', payload '{"battery":41,"linkquality":212,"position":0,"state":"CLOSE"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 B', payload '{"battery":39,"linkquality":168,"position":100,"state":"OPEN"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 A', payload '{"battery":100,"linkquality":112,"position":0,"state":"CLOSE"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 B', payload '{"battery":67,"linkquality":176,"position":100,"state":"OPEN"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 A', payload '{"battery":100,"linkquality":180,"position":0,"state":"CLOSE"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 B', payload '{"battery":100,"linkquality":212,"position":100,"state":"OPEN"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:27:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Crane Lamp', payload '{"brightness":254,"identify":null,"linkquality":160,"state":"OFF"}'
[2025-08-15 09:28:38] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 B', payload '{"battery":39,"linkquality":216,"position":100,"state":"OPEN"}'
[2025-08-15 09:29:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 A', payload '{"battery":100,"linkquality":212,"position":0,"state":"CLOSE"}'
[2025-08-15 09:29:46] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 A', payload '{"battery":100,"linkquality":160,"position":0,"state":"CLOSE"}'
[2025-08-15 09:30:34] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 B', payload '{"battery":67,"linkquality":216,"position":100,"state":"OPEN"}'
[2025-08-15 09:30:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/candles', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:31:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kitchen_wled_reset', payload '{"linkquality":140,"state":"ON"}'
[2025-08-15 09:31:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":128,"state":"OFF"}'
[2025-08-15 09:34:37] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/health', payload '{"response_time":1755264877965,"os":{"load_average":[1.98,1.44,0.85],"memory_used_mb":3564.19,"memory_percent":22.4178},"process":{"uptime_sec":609,"memory_used_mb":102.77,"memory_percent":0.6464},"mqtt":{"connected":true,"queued":0,"published":125,"received":245},"devices":{"0xf4b3b1fffee0ce90":{"messages":2,"messages_per_sec":0.0034,"leave_count":0,"network_address_changes":0},"0x00124b00226a6adf":{"messages":2,"messages_per_sec":0.0037,"leave_count":0,"network_address_changes":0},"0x00124b00226a8e56":{"messages":2,"messages_per_sec":0.0039,"leave_count":0,"network_address_changes":0},"0x00124b0023b7bed9":{"messages":2,"messages_per_sec":0.004,"leave_count":0,"network_address_changes":0},"0x187a3efffe38fe93":{"messages":2,"messages_per_sec":0.0041,"leave_count":0,"network_address_changes":0},"0x187a3efffe3908dd":{"messages":3,"messages_per_sec":0.0062,"leave_count":0,"network_address_changes":0},"0xb43a31fffed4e97c":{"messages":3,"messages_per_sec":0.0064,"leave_count":0,"network_address_changes":0},"0x187a3efffe392346":{"messages":2,"messages_per_sec":0.0056,"leave_count":0,"network_address_changes":0},"0xf4b3b1fffee0d993":{"messages":2,"messages_per_sec":0.0062,"leave_count":0,"network_address_changes":0},"0x187a3efffe390622":{"messages":2,"messages_per_sec":0.0069,"leave_count":0,"network_address_changes":0},"0x187a3efffe39122b":{"messages":2,"messages_per_sec":0.0082,"leave_count":0,"network_address_changes":0}}}'
[2025-08-15 09:35:39] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/candles', payload '{"linkquality":120,"state":"OFF"}'
[2025-08-15 09:36:03] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/kitchen_wled_reset', payload '{"linkquality":168,"state":"ON"}'
[2025-08-15 09:36:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":164,"state":"OFF"}'
