[2025-08-15 09:39:12] info: 	z2m: Logging to console, file (filename: log.log)
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Guest_Toilet', payload '{"battery":27,"battery_low":false,"linkquality":112,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak Kitchen Sink', payload '{"battery":56,"battery_low":false,"linkquality":176,"tamper":false,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Laundry_Sink', payload '{"battery":53,"battery_low":false,"linkquality":168,"tamper":false,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Master_Toilet', payload '{"battery":35,"battery_low":false,"linkquality":176,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Karens_Sink', payload '{"battery":31,"battery_low":false,"linkquality":192,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Leak_Yangs_Sink', payload '{"battery":31,"battery_low":false,"linkquality":212,"tamper":false,"voltage":2600,"water_leak":false}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Island Barstool Outlet', payload '{"identify":null,"linkquality":168,"state":"ON"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 A', payload '{"battery":100,"linkquality":164,"position":0,"state":"CLOSE"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 1 B', payload '{"battery":92,"linkquality":172,"position":100,"state":"OPEN"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 A', payload '{"battery":41,"linkquality":180,"position":0,"state":"CLOSE"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 2 B', payload '{"battery":39,"linkquality":168,"position":100,"state":"OPEN"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 A', payload '{"battery":100,"linkquality":112,"position":0,"state":"CLOSE"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 3 B', payload '{"battery":67,"linkquality":176,"position":100,"state":"OPEN"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 A', payload '{"battery":100,"linkquality":180,"position":0,"state":"CLOSE"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Master Bedroom Shade 4 B', payload '{"battery":100,"linkquality":180,"position":100,"state":"OPEN"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HVAC Closet Lights', payload '{"linkquality":172,"state":"OFF"}'
[2025-08-15 09:39:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Crane Lamp', payload '{"brightness":254,"identify":null,"linkquality":160,"state":"OFF"}'
[2025-08-15 09:39:18] info: 	z2m: Zigbee2MQTT started!
[2025-08-15 09:39:23] info: 	z2m:mqtt: MQTT publish: topic 'homeassistant/binary_sensor/1221051039810110150109113116116_0x60a423fffe1dbdb7/connection_state/config', payload '{"device":{"hw_version":"EZSP v8 6.10.3.0 build 297","identifiers":["zigbee2mqtt_bridge_0x60a423fffe1dbdb7"],"manufacturer":"Zigbee2MQTT","model":"Bridge","name":"Zigbee2MQTT Bridge","sw_version":"2.6.0"},"device_class":"connectivity","entity_category":"diagnostic","name":"Connection state","object_id":"zigbee2mqtt_bridge_connection_state","origin":{"name":"Zigbee2MQTT","sw":"2.6.0","url":"https://www.zigbee2mqtt.io"},"payload_off":"offline","payload_on":"online","state_topic":"zigbee2mqtt/bridge/state","unique_id":"bridge_0x60a423fffe1dbdb7_connection_state_zigbee2mqtt","value_template":"{{ value_json.state }}"}'
[2025-08-15 09:39:30] error: 	zh:ezsp:uart: --> Error: Error: {"sequence":1} after 4000ms
[2025-08-15 09:39:30] error: 	zh:ezsp:uart: -!- break waiting (1)
[2025-08-15 09:39:30] error: 	zh:ezsp:uart: Can't send DATA frame (0,1,0): 1800012800
[2025-08-15 09:40:05] error: 	zh:ezsp:ezsp: Connection attempt 1 error: Error: Error: No such file or directory, cannot open /dev/serial/by-id/usb-ITEAD_SONOFF_Zigbee_3.0_USB_Dongle_Plus_V2_20220811152332-if00
[2025-08-15 09:40:28] error: 	zh:ezsp:ezsp: Connection attempt 1 error: Error: Error: No such file or directory, cannot open /dev/serial/by-id/usb-ITEAD_SONOFF_Zigbee_3.0_USB_Dongle_Plus_V2_20220811152332-if00
[2025-08-15 09:40:33] error: 	zh:ezsp:ezsp: Connection attempt 2 error: Error: Error: No such file or directory, cannot open /dev/serial/by-id/usb-ITEAD_SONOFF_Zigbee_3.0_USB_Dongle_Plus_V2_20220811152332-if00
[2025-08-15 09:40:43] error: 	zh:ezsp:ezsp: Connection attempt 3 error: Error: Error: No such file or directory, cannot open /dev/serial/by-id/usb-ITEAD_SONOFF_Zigbee_3.0_USB_Dongle_Plus_V2_20220811152332-if00
